,Review,Polarity
220,good,Positive
221,not bad price,Positive
222,really nice phone gifted papa camera also good,Positive
223,good product iam happy,Positive
224,super,Positive
225,phone good gifting gift mom birthday enjoying camera feature also good,Positive
226,nyc product,Neutral
227,value money,Neutral
228,value money,Neutral
229,happy,Positive
230,good phone budget battery back good display camera awesome delliverd two days thank flipcart want buy product go,Positive
231,got phone guess value money cant expect feature amount camera decent basically mobile normal use u play heavy games love battery performance playing youtube normal calls gives almost days backup c usb port one good features gives overall performance phone range,Positive
232,month use phone dumb use,Negative
233,things good camera not much,Positive
234,nice mobile,Positive
235,nice product,Positive
236,super mobile,Positive
237,nice phone,Positive
238,worst,Negative
239,awesome piece category,Positive
240,ok,Positive
241,good product,Positive
242,nice good mobile low price,Positive
243,nice,Positive
244,good according money,Positive
245,nice product superb delivery got within h,Positive
246,redmi good phone hai,Positive
247,product really really awesome bought product father really loved must buy,Positive
248,thank flipkart good product,Positive
249,best budget,Positive
250,good,Positive
251,good mobile minimum budget,Positive
252,nice,Positive
253,good photo,Positive
254,nice phone,Positive
255,time delivery good packaging,Positive
256,good,Positive
257,best sasta fone,Positive
258,nice product,Positive
259,good,Positive
260,nice product,Positive
261,good mobile,Positive
262,ans thaks fully service,Neutral
263,good,Positive
264,hanging problem,Neutral
265,best price phone radmi dual,Positive
266,good budget phone look like cheap quality mobile,Positive
267,gifted father loving,Positive
268,phone good scanner come not good,Neutral
269,color esta butewfull nice phone,Positive
270,better option,Positive
271,good product budget friendly thanks flipcart,Positive
272,camera not expected,Neutral
273,super,Positive
274,super,Positive
275,super value money,Positive
276,nice,Positive
277,mast selfi mast phone,Neutral
278,medium,Neutral
279,mind blowing like,Neutral
280,good,Positive
281,nice,Positive
282,nice good looking phone mh battery camera quality even better bit bulky received faulty adaptor thanks flipkart customer care helped getting rs seller buy new adaptor,Positive
283,spr nice,Positive
284,nice,Positive
285,perfect,Positive
286,thank u,Neutral
287,super heasdset,Positive
288,good mobile phone,Positive
289,best price,Positive
290,good not excited,Positive
291,really good phone reasonable price,Positive
292,nice product value money display excellent smooth n soft filling good camera not excellent good battery backup good fast charge u buy product good product,Positive
293,phone amazing delivery boy good love flipcart,Positive
294,good phone budget k,Positive
295,nice,Positive
296,good old parents,Positive
297,nice phone,Positive
298,camera poor video not work horrible angry flipkart sold duplicated products flipkart u back money soon possible,Negative
299,nice,Positive
300,normal good,Positive
301,sorry bad experience hanging screen shattering start days purchase,Negative
302,nice,Positive
303,nice phone,Positive
304,good product,Positive
305,complete justified considering price else u expect budget oriented phone,Positive
306,nice phone,Positive
307,not bad,Positive
308,good,Positive
309,nice,Positive
310,good,Positive
311,one best mobile available range everything awesome thanks redmi amazing product,Positive
312,nice,Positive
313,good,Positive
314,not bad price ke sabse ekadam perfect,Positive
315,value money,Neutral
316,good,Positive
317,nice,Positive
318,good budget phone,Positive
319,nice product go,Positive
320,fantastic,Positive
321,nice smartphonethanks flipkart,Positive
322,super,Positive
323,nice smoth work,Positive
324,abruptly shuts use,Negative
325,product good value money thank u flipkart,Positive
326,nice,Positive
327,delivery fast,Positive
328,excellent,Positive
329,helpful low price,Neutral
330,signal low,Neutral
331,nice phone thish prize,Positive
332,money worth,Positive
333,much worthy price,Positive
334,good,Positive
335,price range excellent phone buy closed eyes thanks flipkart,Positive
336,super,Positive
337,super price super mobile,Positive
338,great products affordable prices,Positive
339,worth money,Positive
340,good product fully satisfied,Positive
341,superb mobile,Positive
342,awesome loved,Positive
343,good price range,Positive
344,hanging problem,Neutral
345,nice super,Positive
346,nice,Positive
347,low,Neutral
348,good,Positive
349,pouch,Neutral
350,awesome phone,Positive
351,good fone prise range,Positive
352,good,Positive
353,nice,Positive
354,not bad,Positive
355,frant camera nice good phone,Positive
356,bed product,Neutral
357,get product,Neutral
358,bad,Negative
359,nice mobile sound low,Positive
360,must buy product worth money luv,Positive
361,camera quality performance good thank flipkart fast delivery,Positive
362,good product,Positive
363,time,Neutral
364,awesome,Positive
365,good,Positive
366,good mobile value money,Positive
367,nice,Positive
368,best product price range,Positive
369,good,Positive
370,nice product like,Positive
371,value money mobile price feel well happy bcoze nice phone,Positive
372,within days purchase phone getting hanged badly,Negative
373,good product price,Positive
374,good purches phone reallygood working thanqqq fliocart,Positive
375,overall product good contains bugs updating much problematic unable use mobile data system updates,Neutral
376,good products good service,Positive
377,good valuable price nice happy mobile really go,Positive
378,nice products,Positive
379,veri nice mobile,Positive
380,otg pendrive use directly power connecter otg connecter big size,Neutral
381,not bad,Positive
382,nice mobile phone,Positive
383,best smartphone price range,Positive
384,good,Positive
385,nice product,Positive
386,gud,Neutral
387,super,Positive
388,product nice selection budget segment smart phone battery performance really good,Positive
389,phone nice,Positive
390,phone value money,Neutral
391,bad mobile phone,Negative
392,good time mobile dosnot proper work,Positive
393,good,Positive
394,best phone ever rate,Positive
395,good,Positive
396,nalla mobile charge pickup sound quality nallarku,Positive
397,nice,Positive
398,average,Negative
399,good mobile performance display camera good stars smartphone,Positive
400,nice suprb,Positive
401,best purchase ever bought phone using icici credit card gotted sd inch hd plus display mah battery type c port fast charging also support upto w aur kya chahiye finger print sensor missing wise damn good phone,Positive
402,middile class people buy phone value money best quality price,Positive
403,super,Positive
404,good price,Positive
405,price point good smart buy screen size battery good last upto day easily camera ok ok screen resolution aslo nice,Positive
406,os,Neutral
407,nice long lasting mobile,Neutral
408,good service flipkart fully happy delivery fast delivery redmi know day fast growing company family using redmi mobile thank flipkart,Positive
409,gifted ph mother good product,Positive
410,nice fast delivery,Positive
411,nyc,Neutral
412,little slow performance,Negative
413,awesome good,Positive
414,super good battery,Positive
415,good products slow service delivery took long time,Neutral
416,bought father good loved phone looks classy price phone get awesome thank flipkart hope get best one,Positive
417,best according value,Positive
418,okay,Positive
419,simply superb,Positive
420,good,Positive
421,budget phone nice products,Positive
422,good phone,Positive
423,nice,Positive
424,nice mobile lowest price,Positive
425,camera nice,Positive
426,value moneygood look rate camera good battery backup good,Positive
427,worth money,Positive
428,nice low budget phone type c port good cameras,Positive
429,avrge phone,Neutral
430,per price everything okay,Positive
431,good,Positive
432,good phone,Positive
433,good,Positive
434,nice phone loved,Positive
435,awesome product expected,Positive
436,good camera battery,Positive
437,okay,Positive
438,great value money price range,Positive
439,mobile hanging day one,Neutral
440,nice product low price,Positive
441,not good right,Neutral
442,not support,Neutral
443,phone god,Neutral
444,good,Positive
445,good phone,Positive
446,nice product,Positive
447,lowest price range phone awesome purely general users,Positive
448,nice phone budget,Positive
449,best mobile,Positive
450,awesome,Positive
451,good,Positive
452,good product,Positive
453,good product flippant service also good,Positive
454,goood,Neutral
455,one good phone,Positive
456,superb mobile,Positive
457,phone restarts many time worst mi phone ever seen request not buy ever,Negative
458,good one performance range,Positive
459,good,Positive
460,ok,Positive
461,good phone nice features satisfied,Positive
462,nice product price,Positive
463,good,Positive
464,good product price,Positive
465,good camera results,Positive
466,shortreview bad ok good best good pros strong corning gorilla glass usb type c w fast charging lag free ui experience average camera performance good battery back cons camera performance somewhat ok low lighting lags heavy gaming many bloatware miui advertisement price range worth phone go detailedreview phone smooth ui gorilla glass usb type c fast,Positive
467,nice mobile,Positive
468,received damaged product flipkart seller response bad,Negative
469,good product,Positive
470,good looking phone camara quality id average aftrer using month phone faced problem phone auto shutdown hang time,Positive
471,good product looks good grey colour beautiful battery life good thaks flipkart good job,Positive
472,tq,Neutral
473,best phone inthis price range,Positive
474,best value money simple smart phone,Positive
475,good,Positive
476,good,Positive
477,ok sistem,Positive
478,not good not bad ok ok mobail,Positive
479,really awesome product,Positive
480,good,Positive
481,fingerprint sensor missing good according price,Positive
482,good performance,Positive
483,charger overheating charging stand time worst even close company stating battery really waste money go,Negative
484,good job,Positive
485,good,Positive
486,nice phone,Positive
487,good price bast phone,Positive
488,nice product,Positive
489,wonderful mobile,Positive
490,nice mobile,Positive
491,happy product worth price,Positive
492,good,Positive
493,nice mobail,Positive
494,good product mi mobile performance good good service flip kart provider,Positive
495,good product,Positive
496,good product value money,Positive
497,nice product price,Positive
498,happy receive amazing phone low budget bought phone mom happy use using phone week performance good worth buying searching phone soft use go,Positive
499,great thanks flipkart,Positive
500,nice product,Positive
501,good packing thanks,Positive
502,love redmi mobile,Positive
503,camera bit low quality features budget good highly recommended going used phone not gaming,Positive
504,osm,Neutral
505,budget smartphone price,Neutral
506,nice,Positive
507,ram gb games like pubg not good perfomance phone features like ai camara inc display processor heat management good defect finger print sensor give face lock option avery good phone range redmi,Positive
508,excellent,Positive
509,excellent phone,Positive
510,nice,Positive
511,better one price,Positive
512,nice phone,Positive
513,low budget best phone,Positive
514,good product,Positive
515,good,Positive
516,good tq fliprkrd,Positive
517,battery performance bad,Negative
518,not good product mobile hanging every time,Negative
519,best,Positive
520,average,Negative
521,good product,Positive
522,nice,Positive
523,good,Positive
524,good value money,Positive
525,good redmi dual,Positive
526,thus phone real cool amazing battery performance mah,Positive
527,product awesome,Positive
528,good one,Positive
529,osm product,Neutral
530,good,Positive
531,faltu mobile,Neutral
532,good quality phone,Positive
533,anezing camera good mobile phone useful really good products dual,Positive
534,nice,Positive
535,worth money,Positive
536,nice,Positive
537,good,Positive
538,not bad value money,Positive
539,mobile good not happy flipkart packing,Neutral
540,nice,Positive
541,best mobile,Positive
542,good set cheap rate,Positive
543,nice delivery boy not good,Neutral
544,good mobile,Positive
545,goid,Neutral
546,cheap good product ordered pm got quick delivery next day,Positive
547,mobile not charging poor quality,Negative
548,bought rs best budget phone k best thing noticed battery life using whatsapp call probably get days backup,Positive
549,good,Positive
550,good product,Positive
551,good,Positive
552,nice mobile,Positive
553,great phone features price,Positive
554,mobile phone hanging,Neutral
555,camere quality poor specially back camera u r looking good camera phone better avoid model,Neutral
556,okay,Positive
557,nice product,Positive
558,good phone gifted dad satisfied product,Positive
559,brilliant phone,Positive
560,exelent,Neutral
561,gifted phone mother not much used okay new smart phones user phone looking nice problem purchase budget phone,Positive
562,chip bast,Neutral
563,thanks flipkart,Positive
564,good product,Positive
565,good one,Positive
566,good mobile,Positive
567,good,Positive
568,good working,Positive
569,awesome mobile thank u flipkart,Positive
570,verry good mobile,Positive
571,bad,Negative
572,nice sometimes hang,Positive
573,good phone,Positive
574,good,Positive
575,love,Positive
576,r blaster nothing inbild remod,Neutral
577,nice product,Positive
578,shandar products,Neutral
579,nice product,Positive
580,amazing,Positive
581,nyc product n value money,Neutral
582,nice phone,Positive
583,redmi xiaomi mobile good nice happy,Positive
584,phone amazing worth price gave five star,Positive
585,got delivered today initial expression seems good good flow b w different apps lagging issue thanks snapdragon processor camera decent not excellent worth price came battery impressive far go long mah type c charging display vivid experienced color expect much overall good average user handle day day workload easily,Positive
586,excellent,Positive
587,nice budget mobile elder people,Positive
588,thanks super fast delivery flipkart,Positive
589,good products,Positive
590,good product,Positive
591,phone good range phones camera good rear camera good love phone much,Positive
592,good,Positive
593,good,Positive
594,received product defective charger weeks touch screen not working properly,Neutral
595,super,Positive
596,nice mobile,Positive
597,using mobile primary phone one week reviewpros display like realme displays budget segment battery massive mah battery good compared redmi note used previously type c personally prefer type c micro usb charging time plug design speakers average performance bcz sd job cons network problem remote area internet dea,Neutral
598,ok,Positive
599,super,Positive
600,super,Positive
601,really satisfied flipkart phone also love u flipkart,Positive
602,nice products,Positive
603,super,Positive
604,nice,Positive
605,nice performance range value money product good choice,Positive
606,india redmi big battery mah,Neutral
607,mobile phone good,Positive
608,good,Positive
609,best phone price,Positive
610,fantastic mobile amazing nice products wow processing fast infinix mobile best,Positive
611,super super super,Positive
612,really nice must buy heating problem,Positive
613,amazing battery backup,Positive
614,value money,Neutral
615,good,Positive
616,excellent phone best phone mi,Positive
617,good,Positive
618,nice nice working,Positive
619,value money good mobile poco realme c infinix rtc redmi old brand quality think finger print sensor love mobile,Positive
620,good,Positive
621,awesome superb,Positive
622,awesome one,Positive
623,nice product,Positive
624,mini price better phone,Positive
625,best mobile value money,Positive
626,amazing,Positive
627,aaverage performance,Neutral
628,ok,Positive
629,nice,Positive
630,delivery boy behavior bad,Negative
631,price best one,Positive
632,nice phone good performance,Positive
633,nice mobile,Positive
634,best phone budget,Positive
635,price offers great value money want multitasking phone heavy users phone recommended normal day day usage ok,Positive
636,nice product delivery service also,Positive
637,excellent,Positive
638,nice product battery aslo good camera aslo nice,Positive
639,midrange budget smartphone,Neutral
640,simply,Neutral
641,great experience,Positive
642,good,Positive
643,nice,Positive
644,waste money,Negative
645,best product,Positive
646,good old people want smartphone videocall basic phone usage well entertainment device budget,Positive
647,see exactly get thank u flipkart,Positive
648,fine,Positive
649,good thanks,Positive
650,nice,Positive
651,nice,Positive
652,good phone,Positive
653,nice,Positive
654,nice,Positive
655,nice product,Positive
656,good problem,Positive
657,bad productbecouse product not return,Negative
658,good phone budget,Positive
659,mind blowing purchase got,Neutral
660,nice,Positive
661,good product,Positive
662,worth money,Positive
663,thumb,Neutral
664,super,Positive
665,tha good hamd sent,Positive
666,super,Positive
667,good,Positive
668,budget phone,Neutral
669,good product long lasting battery,Positive
670,value money,Neutral
671,good,Positive
672,nice,Positive
673,value money,Neutral
674,best phone,Positive
675,superb phone nice camera,Positive
676,value money,Neutral
677,good product,Positive
678,good keep,Positive
679,great phone quick delivery good keep,Positive
680,good,Positive
681,worth money today received sure performance camera not good overall ph good fast charging fast delivery thank flipkart,Positive
682,goid,Neutral
683,awesome,Positive
684,good product fast delivery,Positive
685,super l love,Positive
686,days use getting switched automatically,Neutral
687,best,Positive
688,great product reasonable price budget phone online classes,Positive
689,segment worth,Positive
690,midrange good mobile,Positive
691,excellent,Positive
692,camera not good,Negative
693,nice,Positive
694,thanks filipcart,Positive
695,thanks,Positive
696,good,Positive
697,nice performance need budget mobile good look buy mobile,Positive
698,gud,Neutral
699,good product price really liked mobile overall quality good price,Positive
700,nice products thanks flipkart,Positive
701,nice project,Positive
702,super mobile,Positive
703,awesome,Positive
704,good product camera good,Positive
705,good quality,Positive
706,good,Positive
707,good,Positive
708,nic product low price,Neutral
709,overall good,Positive
710,value money,Neutral
711,average,Negative
712,good,Positive
713,good quality camera battery due gb ram performing quality little bit slow good mobile low money delivery boy delivered item time,Neutral
714,best phone budget,Positive
715,value item,Neutral
716,damn good one price level every specifications phone meet expectations thank flipkart,Positive
717,super,Positive
718,awesome budget phone,Positive
719,service nice good fantastic,Positive
720,value money good mobile price segment,Positive
721,product overall good price range disadvantages charger pin unique able use another android charger b headphone pin not compatible mic not adjustable android headphones c phone little heavy lots chances fall may injuries small kid etc,Neutral
722,nice mobile,Positive
723,goood,Neutral
724,good quality phone,Positive
725,beautiful good products,Positive
726,not good mobile,Negative
727,delivery fast thanks flipcart,Positive
728,serves purpose nice,Positive
729,faster delivery always nice affordable phone happy purchase,Positive
730,excellent item redmi good services flipkart,Positive
731,value item,Neutral
732,osm,Neutral
733,value money,Neutral
734,nice,Positive
735,,Neutral
736,good,Positive
737,best product,Positive
738,awesome phone,Positive
739,good work,Positive
740,nice phone gift mom,Positive
741,not good,Negative
742,best product best price full money received,Positive
743,superb awesome,Positive
744,good mobile,Positive
745,good product thank u flipkart,Positive
746,flipkart best delivery thanks flipkart,Positive
747,good product,Positive
748,great budget phone specially parents great value money,Positive
749,awesome battery always good,Positive
750,good,Positive
751,good,Positive
752,good,Positive
753,ossam mobiles,Neutral
754,nice,Positive
755,nice,Positive
756,awsome,Neutral
757,nice product,Positive
758,normal use best,Positive
759,good,Positive
760,highly recommended,Neutral
761,amazing product,Positive
762,nice,Positive
763,bahut mast mobile hai,Neutral
764,thanks,Positive
765,nice product,Positive
766,super,Positive
767,good phone price range,Positive
768,nice phone,Positive
769,nice product,Positive
770,nice,Positive
771,nice phone go guys,Positive
772,product quality good camera not good price range,Neutral
773,nice phone range,Positive
774,nice flipkart,Positive
775,nice phone homemade,Positive
776,awesome,Positive
777,worst product suffered lot buying,Negative
778,nice smart phone,Positive
779,good product within small budget,Positive
780,good,Positive
781,good,Positive
782,amazing mobile like,Positive
783,nice phone,Positive
784,camera not good otherwise okay,Neutral
785,nice mobile call light use not gaming want gaming go poco c gb variant,Positive
786,think good phone price,Positive
787,happy,Positive
788,osm bat performance low bat great device value money,Positive
789,nice,Positive
790,happy thank,Positive
791,value money,Neutral
792,good product,Positive
793,best quality nd price,Positive
794,happy,Positive
795,not good expected better go micromax b better dual price segment,Neutral
796,worth buy headphone,Positive
797,nice awesome,Positive
798,nice,Positive
799,superb,Positive
800,happy,Positive
801,nice one price segment,Positive
802,nice phone price,Positive
803,best quality camera,Positive
804,bought phone father happy happy father happy thanks flipkart love phone,Positive
805,not good,Negative
806,best product,Positive
807,good product,Positive
808,okay,Positive
809,good price,Positive
810,nice one,Positive
811,good,Positive
812,good ghost touching problem sometimes,Positive
813,camera screen charging fast type cbut watt charger not given box buy slightly slower phones u budget buy price bbd,Neutral
814,good,Positive
815,nice phone nice touch nice colour,Positive
816,good,Positive
817,good,Positive
818,exellent,Neutral
819,good not verygood,Positive
820,nice,Positive
821,value money,Neutral
822,nice product,Positive
823,nice product,Positive
824,china product not good,Negative
825,good budget friendly smartphone good diplay quality good battery life camera average body dessign good overall best smartphone affordable pricing thank u mi,Positive
826,phone really amazing price point guys want remove bloatwares mi phones contact flipkart delivery service poor delivered product days flipkart keeps extending delivery time worst service flipkart,Negative
827,ok,Positive
828,best phone rate,Positive
829,great purchase write touch camera everything excellent terms quality,Positive
830,super mobile phone,Positive
831,performance good camera good battery stand good yeah made india product,Positive
832,fantastic experience honestly order hesitation first high value order amazed super fast response shipping received phone days phone great price issues whatsoever value every single rupee thank flipkart,Positive
833,ok,Positive
834,good quality,Positive
835,good phone,Positive
836,okay,Positive
837,value money good choice,Positive
838,battery good value money not products,Positive
839,satisfied,Positive
840,beyond expectations really awesome phone,Positive
841,nice mobile range,Positive
842,nice product better packing satisfied,Positive
843,delivery soon like,Neutral
844,good phone think,Positive
845,nice products good price oh wow amazing product,Positive
846,good quality,Positive
847,nice product,Positive
848,nice product good packing,Positive
849,nice,Positive
850,phone started hanging within week,Neutral
851,good,Positive
852,worth every bit money performance yet see delayed delivery,Positive
853,super,Positive
854,good,Positive
855,chief best,Positive
856,excelent product worth money,Positive
857,good,Positive
858,nice,Positive
859,bad experience unchi dukan phika pakwan waste money phone,Negative
860,good,Positive
861,good battery heating issues better,Positive
862,nice one,Positive
863,ok price good product pesa basul,Positive
864,good exlient redmi dual nice features camera clean clear photo,Positive
865,best quality value money,Positive
866,one time buy,Neutral
867,fast delivery flipkart nice phone budget go,Positive
868,thk,Neutral
869,good,Positive
870,best budget,Positive
871,always hanging buy one,Neutral
872,super,Positive
873,love mobile,Positive
874,best phone k good battery life super processor price rear camera not much good phone price good camera satisfied selfie camera recommend normal use buying photography,Positive
875,bad battery backup,Negative
876,super,Positive
877,keep pausing vedio call clarity vedio call great disappointment redmi mobile feel sorry purchasing mobile,Neutral
878,good product,Positive
879,good phone,Positive
880,super products faster delivered,Positive
881,good product price love much gifted mom,Positive
882,nice mobile phone,Positive
883,good intalegent phone great smart phone exlent smooth parfermence super looking really great redmi manufacturing phone really durablity best bild quality ear phones dolby digital sound saported definitely not miss music lovers thank filpcart good serivce mi best,Positive
884,nice products,Positive
885,supar,Neutral
886,value money,Neutral
887,super,Positive
888,awsmmm mobile,Neutral
889,value money,Neutral
890,nice,Positive
891,super,Positive
892,nice good mobile,Positive
893,good,Positive
894,good product,Positive
895,,Neutral
896,camera quality not good display resulation not good video calling others right okay,Neutral
897,budget mobile ok back camera not ok front camera ok thank filpkart,Neutral
898,nice,Positive
899,nice,Positive
900,good,Positive
901,good,Positive
902,beautiful product,Positive
903,thanks flip cart,Positive
904,thankyou beyond expectations,Neutral
905,good budgets friendly feel good,Positive
906,good,Positive
907,nice mobile price,Positive
908,nice price point view,Positive
909,sounds great,Positive
910,good product,Positive
911,nice phone,Positive
912,best mobile ever,Positive
913,nice mobile range,Positive
914,affordable price,Neutral
915,good,Positive
916,goooooood,Neutral
917,tq happy tq,Positive
918,good phone value money,Positive
919,nice,Positive
920,overall nice product,Positive
921,good butunnecessary built apps annoying,Neutral
922,price range product good camera battery everything perfect feel company provide silicon back case like providing high range phones,Positive
923,good,Positive
924,nice mobile,Positive
925,good phone great delivery,Positive
926,budget product worthy,Positive
927,affordable price,Neutral
928,nice product,Positive
929,mobile phone super,Positive
930,nice,Positive
931,nice product prize fastest delivery got product days thank flipkart,Positive
932,good range mobile phone,Positive
933,nyc phone,Neutral
934,ossom phone delivered first thanks flipkart,Positive
935,good,Positive
936,nice mobile,Positive
937,supreb,Neutral
938,got phone inr excellent price bracket think type c price range impossible snapdragon processor also good phone beginners,Positive
939,vara level,Neutral
940,go mobile really goodworth moneyall good,Positive
941,not bad,Positive
942,value money normal use run good thank u flipkart,Positive
943,overall good,Positive
944,delivery boy good,Positive
945,nice product,Positive
946,good mobile,Positive
947,product good days service slow,Neutral
948,excellent performance,Positive
949,good,Positive
950,thanks fast delivery,Positive
951,expectations awesome phone range also fast delivery excited getting,Positive
952,cheap best,Positive
953,not happy phone,Negative
954,nice product,Positive
955,want say dont take gb ram varient sometimes hangs camera pretty well battery good got android update display brightness well problem sunlight overall good phone,Positive
956,good phone price range,Positive
957,value money,Neutral
958,front back cameras ok battery performance super,Positive
959,good mobile,Positive
960,problems signal clarity stand next tower,Neutral
961,really nice rate good,Positive
