,Review,Polarity
38,not happy product quality mine note reason suddenly stop charging customer service center required part,Negative
39,bought mom samsung phone couple months back phone touch screen giving problems since day service centre refuses exchange repairs everytime still not working happened customer first approach mobile,Neutral
40,hey placed amp order nd july order supposed delivered th august not delivered till update well help,Neutral
41,bought galaxy months ago got pink purplish spot display expanding drop external damage done started charging phone overnight dm start conversation detail,Neutral
42,service center padma communications rao nagar not providing details service parts bill say final bill comes job done taking advance money https co bbh rfumyz,Neutral
43,sumsungmobile newsin samsung gave warranty mobile service center personal asking mobile give new date every time worst customer service consumerreports consaff irvpaswan jagograhakja,Negative
44,hi bought tv anilradioandelectricpvtltd paytmmallcare paytmmall mentioned years warranty date buying facing issue tv samsung not providing servi,Neutral
45,best smartphone ever,Positive
46,us tv tv reinstalled rd july engineer installed tv cam card slot not working checked opened told check antenna antenna signal checked,Neutral
47,ordered microwave oven samsung ship days want cancel not either money totally blocked customer care not responsive,Neutral
48,always loved first phone galaxy j infact first smartphone family found user interface convenient use bts endorsing,Positive
49,thank powerful btry,Positive
50,worst sales service service centre deliberately makes mobile warranty flimsy inspection remarks,Negative
51,washing machine serviced many times full satisfaction poor humiliating engineer time hope not happen,Neutral
52,man fan note series always buy samsung note since started using android smart phone interestingly series good maintain use properly last years used note almost yrs,Positive
53,galaxy hand galaxy mobile still using loving plans change go samaung,Positive
54,hi tv samsung purchased smart tv th june within days screen issue not working month update help nothing shame want proper replacement else refund money,Neutral
55,customer support disgusting mobile need answers questions many days boycottsamsung boycottsamsungsmartphones shameonsamsung https co smrpsxteoy,Negative
56,bought premium product frm realize nothin premium zflip bought dubai feb stops workin june response customer care samsungindia brgindia samsungmobile pulgaon purchase headphone samsung badnore mobile shopee time purchasing agent promised replaced headphone headphone not working today nikhil badanore servant not behave properly sir meri help kro plz promised delivery july st,Neutral
57,confused order id someone else marked delivered apologised,Negative
58,give delivery promise go back old mo,Neutral
59,services given samsung support pathetic highly disappointed,Negative
60,play consoles game samsung wall searching lot able know pls want know know weird questions cuz obvious led oled qled run consoles games wall,Neutral
61,purchased mibile getting hanged much poor performance,Negative
62,mobile bought mobile form filpkart take phone brand value samsung feel one froud,Neutral
63,tv problem samsung tv panel https co ncsp zwv l,Neutral
64,mobile power phone note first look fantastic pen bronze colour looking fabulous camera set killer display cool hz mp selfie decent battery also decent ip classic pen marve,Positive
65,mobile wat actually happning totaly busted srvc wat getting impression ur toll free alwys bsy lyk not getting ivr evn ur chat supprt always bsy amp response hrs totall disgusting,Negative
66,mobile till reply chance replace phone data disconnect times day purchased better quality however gets worsen purchased redmi,Positive
67,galaxy knox security,Neutral
68,worst custmer service refrigerator not working properly last days filled complaint not solve issue warranty also available request u resolve issue asap take legal action,Neutral
69,finally mention concern facing monitor issue time purchased till date time panel replaced despite not satified techician confirming close docket new,Neutral
70,hello u unable assign executive samsung care store jagat farm greater noida hours since waiting queue amp still waiting disgusting,Negative
71,trying order tv store getting error message soft allocation failed fulfillment service proceed,Negative
72,mobile pathetic product mobile within months got hanged samsung logo service people r saying hardware issues really surprised cheap quality,Negative
73,mobile atleast hv courtesy revert back issue still open new ticket number cheat people selling products promising exchange make payment refuse exchange hv bill,Neutral
74,u cancellation return policy r u serious even customers like ur products use paid money want return galaxy buds quality poor,Negative
75,please provide launch year washing machine ww r glsw tl,Neutral
76,placed online order month back galaxy note lite recd dead phone returned phone doa certificate week back made numerous call amp sent mails get update replacement please return money,Neutral
77,booked service request number today morning till request pending due job profile dont much time city plz take care issue resolve asap,Neutral
78,galaxy gb gb variant launch not,Neutral
79,service poor,Negative
80,hardly year buying samsung premium phone given issues twice whole world dealing pandemic amp co not providing services considering covid not acceptable really disappointing amp worst phone ever mobile,Negative
81,poor customer service mobile waiting last hours customer service center sec gurgaon still hope next hour,Negative
82,mobile,Neutral
83,gb ram expected,Neutral
84,kindly look matter write service center https co dfx wpw,Positive
85,wrong customer service need help contact asap mobile warranty not reparing mobile gave mobile days ago today register record server,Negative
86,,Neutral
87,hi trying buy tv site payment not getting processed please help,Neutral
88,chasing washing machine service even service ticket one helping us last time guy came took hundred rupees sale product washing machine still not operational jago,Neutral
89,not getting updates galaxy watch active sm r even though officially website shown updates pushed recieved last updates past months kindly look matter,Neutral
90,hey confirm samsung independence day sale running store available samsung online store also,Positive
91,hey mobile would u help knox security else ignore tweet ur customer service https co h nlfuzpyc,Neutral
92,dear team purchased buds month back suddenly left buds stopped working tried possible connect service failed please guide pravin,Negative
93,bought inch led tv series cromaretail march months half screen tv went black nd time facing issue product bought croma vijaysales sony us https co hm ttz kmu,Negative
94,samsung not good phone automatically switched one hour bought months problem start purchase sellar service center telling company problem company already rubbish company,Negative
95,mobile update received july samsungnote display creating issue discoloration ever whats sense buy highend samsungmobile lot complaints seen online k,Neutral
96,fridge model rt farzasp tl issues since last months received badcustomerservice nosolution timewaste moneywaste latest complaint complaints,Neutral
97,cromaretail though new tv watching shows old tv due defective product https co uoheld lit,Neutral
98,one worst company world far washing machine concerned service request mine pending ages one provides proper response regarding solution problem not understand w,Negative
99,wanted lodge service request regarding msldunctioning ky refrigerator not functioning properly kindly help,Positive
100,engineer visited complaint due unavailability parts unable troubleshoot issue today ask wait days least kindly show commitment promptness,Negative
101,worse experience problem unable change brightness level fixed screen locks led not even phone powered restarted many times,Neutral
102,hi complaint refrigerator till response side,Negative
103,sir samsung service center gorakhpur ke staf ka behaviour achha nhi hai maine diya tha banane ke liye sri bar de chuka hu tb bhi din diya tha wapas bna ke lekin kuch hua nhj abhi bhi dobara diya hai din ho gya koi reply mhi di,Neutral
104,badly unhappy samsung handset worst experiences past also facing days please buy phones,Negative
105,mobile claiming mah battery fast charging option mobile not seeing newly bought charging slow min charging battery draining fast,Neutral
106,mobile support galaxy new mobile started blinking one friend shared problem says common thos series zainumaloor,Neutral
107,today worst experience ever getting complaint resolved thanks mobile kept hold mins yet resolution,Negative
108,dewali buy washing machine sure favourite brand,Positive
109,always best brand world,Positive
110,love,Positive
111,link,Neutral
112,booked variant black mirage,Negative
113,want samsung,Neutral
114,worst seevice hoskote asm not even helping display broken service center said give coupon till date not received day called asm ramesh not even pick bother call bad service suggest not,Negative
115,love always brand,Positive
116,wow next level smartphones,Neutral
117,love always brand,Positive
118,love always brand,Positive
119,best product,Positive
120,always pick smartphone,Neutral
121,love samsung note,Positive
122,samsang j prime software update aayga ya nahi,Neutral
123,note user past years reliable pleasure use last w update phone frozen times one episode saw screen please highlight team fix https co w,Negative
124,really awesome phone,Positive
125,giving multiple camera amp new look mean phone flagship please use hardware upgraded level year flagships start hanging sale service bad totally zero sorry say faced iss,Negative
126,love,Positive
127,always best,Positive
128,omg samsung always best,Positive
129,goods king smart phone,Positive
130,uesd product except let mobile phones smart tv refrigerator even washing machine samsung,Positive
131,galaxy best galaxy universe,Positive
132,mobile placed online order galaxy supposed get delivered one month received product till raise complaint close ticket sending tracking link wo,Negative
133,bought tab lite two weeks ago official website hangs lot many apps dont run rotate apps not optimized extra tips provided two weeks tip break return provide,Positive
134,bought months back charging showing sparkling display not working service center team telling not come warrantly giving odd reason screen issue,Neutral
135,terrible service standards service engineers ran away tv update last days call center idea customerservice customersatisfaction,Negative
136,pathetic service products samsungceo worst service center noida,Negative
137,dear years decided buy mobile within days screen went black screen replaced warranty replaced screen seemingly duplicate smell fraud https co yghgeviywv,Negative
138,not provide sales service existing customers not launch new products,Neutral
139,samsungm worst experience samsung services second time know everytime people pay k repairing device warranty reason times please look,Negative
140,dear mobile hell happening fit e band boycottchineseproducts broke mi band pics attached reference purchased band trust brand product good not like https co vlf dr,Positive
141,bought new note lite last friday not working properly,Neutral
142,yesterday trying purchase television site luck chat customer care said technical issue get fixed morning tried issue pathetic service,Negative
143,delivery speed need urgent delivery days ordered still waiting waiting think get receive product jagograhakjago https co paneocnyjc,Neutral
144,sending emails speaking customer care live chat etc regarding status order number supposed delivered nd aug not getting response update expect del,Neutral
145,please look matter tweeted called lot times guys not giving help spend lot months damaged,Neutral
146,hi still waiting coupon phn dead days use days amp still unaware status post sales service u give ur customers amp worst experience service center https co clefzwb jz,Negative
147,launching galaxy g soon india,Neutral
148,thinking buying washing machine check front load washing machine not washes also keeps clothes germ free buy avail fabulous offers like easy emis attractive cashback amp c apply https co r edufog e,Positive
149,get defected freeze years unable contact customer care pls help,Negative
150,mobile mobileus https co sbqz wvoby,Neutral
151,always loved new innovations gonna awesome,Positive
152,please look issue,Neutral
153,designing box,Neutral
154,galaxy kab launch hoga,Neutral
155,buy cheated even not get services bought phone august damage one,Neutral
156,mobile launching new mobile not caring customer service center providing services worse customer visited two service center time attend customer also,Negative
157,not giving knox security galaxy,Neutral
158,pls take customers opera house u hv one service engineer attend waiting since insane shame rep says complaint god bless users samsung one problem,Negative
159,please improve service center experience recently visited one pune bad experience,Negative
160,lack credibility grievance not resolved yet samsung user since decade want people boycottsamsung ticket,Neutral
161,mobile loved last software update using j easy convenient optimized,Positive
162,please solve problem https co woz zqfmkl,Neutral
163,hi order remote full hd tv remote model bn b tv model ua k aulxl https co cnnw rdp k,Neutral
164,display showing like model galaxy j pro https co mgrbhrsdzt,Neutral
165,using samsung galaxy problem facing lot times regarding battery backup backup like less day normal modrate usage somehow battery drains faster july,Neutral
166,mobile battery charge,Neutral
167,mobileus amazonin realmemobiles xiaomiuk xiaomiindia national cusumer help line compaint samsung galaxy sir madam new samsung galaxy purchased online amazone site dated june,Neutral
168,hey onmax j max get android pie update,Neutral
169,support indiasamsung com valid email not got response till today,Neutral
170,mobile user years fail understand get half screen tint problem approx year happened note yrs back upgrded note year ago set also half screen tint,Negative
171,complaint reference days still problem not yet resolved case customer experience manager mr sandeep singh worst experience india also not taking action,Negative
172,love samsung photos power capture life treasured moments remind us see world differently document everyday go capture single take galaxys series experience whole new,Neutral
173,support mobile yellowtint,Neutral
174,get responses like monitoring problem safe mode resetting network settings full reset done want listen responses serious software hardware problem respect ghz,Neutral
175,would like share experience service centre much fed service center staff not providing good services customers playing around money h,Positive
176,one best branded company world,Positive
177,really products models amazing satisfied products superb,Positive
178,using year love,Positive
179,good,Positive
180,love samsung samsungindia mobile https co u efyopc v,Positive
181,st love,Positive
182,hello please tell get instant hdfc cashback purchase samsung lite student id exchanging old phone new one thank,Neutral
183,galaxybudslive available,Positive
184,loved feature cuz personally dont love share buds earphones loved galaxyunpacked,Positive
185,wrote using website form ask specific product gaming monitor available india got super fast response basically told talk nearest store find https co mwn zfzqla,Positive
186,proud samsung user,Positive
187,please respond asap complaint month since started complaining,Negative
188,hello mobile facing lot issue times touch stop working charged phone gets heat much tried contact customer service respond phone warranty,Positive
189,newsin newsin mobile sales tabs tabs happen india,Neutral
190,support problem led got damaged jul call raised service centre day days repair done even unlock phase engineer waiting parts arrive frustrating,Negative
191,mobile god mobile verry verry verry good,Positive
192,mobile visit times noida samsung mobile care replacements phone screen within days still facing issue complain mobile service center samsung helpline email samsung helpline response rec,Neutral
193,disgusting sales service cuttack centre deny warranty comes false illogical remarks anyone purchase high end mobile goes defective within year wake call mobile,Negative
194,mobile supportosamsung visited times service center last days still mobile not collected seen understand issue spoken customer care team times solution yet https co szqczuogvy,Neutral
195,absolute ordeal get services organization months persuasion service agency visits inspect ac th may till date actions taken pls look sane urgently,Positive
196,one awaited technology event year,Neutral
197,liked samsung tab,Positive
198,pen super cool useful,Positive
199,wow great,Positive
200,seriously worstest service samsung note software update not working properly visited twice service center said cost k make sense happened updates pay mobileme,Negative
201,kindly let us know whether hw q soundbar deliver dolby atmos flawlessly thru hdmi arc port ks smart tv tv customer service people not aware said information available showroom amp chat,Positive
202,beautiful samsungindia,Positive
203,ya satisfied excellent features galaxy,Positive
204,love note series spen,Positive
205,love pen useful love samsung,Positive
206,z flip amazing set,Positive
207,love brand trusted brand galaxymoments https co gm n nnu z,Positive
208,like india,Neutral
209,phone not turning since th july guys motherboard according service center humiliated,Neutral
210,love note series,Positive
211,love products not gonna lie,Positive
212,love tablet,Positive
213,amazing brand,Positive
214,wow samsung great work love samsung,Positive
215,always best,Positive
216,big big fan,Neutral
217,best camera finded,Positive
218,loving,Positive
219,beautiful nice amazing hai,Positive
220,valuable brand,Neutral
221,super excited event love,Positive
222,thank much inviting unpacked event love,Positive
223,introduction pen subsequent part showing goes making pen brilliant amp event galaxymoment https co revm fok,Positive
224,really fall love beauty beast note ultra join prachiagarwal princechandrain anshu epic https co nd mblh,Positive
225,love note series miss mobile galaxy event launch event th year row love galaxy bhttps youtu snyr fy g not extending lapsed loyalty po,Positive
226,complaint not resolved complaint patheticservice,Negative
227,support st august purchased air conditioner ac since day installation process not completed also one contacted shows poor quality service provided customers kin,Negative
228,response kind customerservice common man expect pathetic,Negative
229,mobile mobilesa hi updated galaxy note latest softwear update not able use sim cards imei numbers lost given phone service center unable give resolution,Neutral
230,ordered mobile amazonin delivered friday amp opening box found charger w ur app clearly mentioned w,Neutral
231,dear smartphone dumb connectivity g volte unnecessary disgusting pattern changing data speed g g g e new headache help,Negative
232,mobile using galaxy last month amp not happy performance mah battery draining day hrs normal moderate use dont play games need clean fingureprint sensor vary frequently fe,Neutral
233,mobile latest software update galaxy note network imei number lost service center unable resolve software issues taken phone days also taken handling charges totally upset,Neutral
234,every time start split ac foul smell comes got wet service also done recently split ac warranty need replacement not happening bear smell,Neutral
235,offering really pathetic phones flagship phones manf defects amp glitches certain usage charge customers old customer highly dissatisfied time action needed buy,Neutral
236,tv support considering samsung reputation purchased samsung model said best company not proving browsers e chrome tv proper update updates costly tv,Positive
237,bought samsung days back getting hanged much bad make trusted samsung futile,Negative
238,samsungindia brought weeks ago using daily charge properly drains battery quickly play games oh high graphics also facing problem heating want guys fix problem give ne,Neutral
239,using samsung pro getting problem last days also patch getting bigger day day resolve problem https co wsvyo,Neutral
240,call junaid shaikb worst management experience karanti chouk aurangabad manager sachin behavior aisa kar raha tha jaise uska owner hi hai product samsung ka hai service dena hi hoga nahi court,Negative
241,india trusted brand,Neutral
242,love always samsung one replace samsung customer delight core policy india apart products epitome,Positive
243,event,Neutral
244,bought ur appliance thinking dat ur services r f epitome level nd get assisted whenever z requird without harassment wrong new ac nt functioning nd raisd rqst dat dys ago service,Negative
245,one replace samsung love,Positive
246,mobile guys work still model giving sale service service centre require aadhar card bank acc passbook phone repairing please answer,Neutral
247,worst experience trying buy television website distributed via savex technologies mumbai word wise stay away money gone product arrive month,Negative
248,consumersindia consumer court mera ek sam ka c pro hai us ka disp crack huwa sam cust care abad karanti chouk sachin manager hai thik se bat nahi raha tha aur nahi bana ke dene ki bat meri prob solve karo nahi,Neutral
249,tv hi buy stand base tv eb numbers contact details purchase link etc india,Negative
250,fraud going samsung purchased lite came defective instead providing new device repair gave coupon bill amount purchase phone voucher asked help clearly denied,Neutral
251,u confirm acutal time sale th aug,Neutral
252,sir note not switching warranty gazipur uttar pradesh india went service center told mother board dead wantto get data recoverd please help,Negative
253,worst sales service repeated complaints refrigerator since last months one could diagnose problem,Negative
254,sir maine samsung ka double emi payment ho gya h please refund payment mobile support https co gh jssuwin,Neutral
255,stop making advertisements since updated galaxy patch update st june facing issue adaptive https co ns dijnko update creating problem display unethical way provide update old model stops functioning amp,Neutral
256,samsung not charging orginal charger charging power bank visited samsung care said change charging socket phone cost pay theres problem jack mobile,Neutral
257,watch,Neutral
258,please bring snapdragon chipsets india exynos variant facing severe heating issues went service center staff told phone motherboard damaged even though changed mothe,Neutral
259,like samsung series mobile phone,Neutral
260,sir phone galaxy mobile sir phone get hang also removes screen gard replace screen gard times,Neutral
261,plz suggest window ac ton demage front jali purchased origenal yes plz provide details possible,Neutral
262,ye phone,Neutral
263,galaxy tabs tab india,Neutral
264,time,Neutral
265,claimed ip got water min microphone not working csmeras fogged well played samsung getting back apple atleast get promise not like fakesamsung,Neutral
266,galaxy esim support get g support mobile future,Neutral
267,refrigerators dec door problem start handle door broke pay rs replacement disgusting defective product u supply amp want extra money repair horrible,Negative
268,time,Neutral
269,innovative products every year value proposition long lasting security,Neutral
270,,Neutral
271,please fix samsung note lite handwriting input guys destroyed update,Neutral
272,trying reach toll free number trying submit via email website throwing error contact number please provide email address reach urgently thanks,Positive
273,purchased galaxy mobile model june mobile phone not working properly many issues phone know given defected phone mobile mobilesa,Positive
274,sorry say double door lt convertibl k freeze not worth not working since days lockdown every day new man comes inspect not getting problem hire better engineers ta,Neutral
275,mobile made courageous purchase mobile years dream comes true mobile got hanged not working days wow,Positive
276,mobile bts twt bts bighit month telling pay display bloody cheaters going consumer court,Negative
277,fridge not working customer support ivr email provide assistance delhi jai,Neutral
278,heyy mobile purchase kuwait pendamic india last screen damaged care people says repair kuwait products go kuwait repair screen please something,Neutral
279,recently bought tab lite part promotional offer iam placing galaxy buds login shop app hrs claim,Neutral
280,posting friend since not twitter w r complaint pfa details matter large companies like amp vijaysales defrauding honest individuals hard earned money https co xjvriukjkl,Neutral
281,mobile mobile uglier mobile brand urs probably first time user made mistake opting model amp trust issues need develop ur end,Positive
282,many note users facing discoloration issue march update tried every possible way get solution however mobile us mobileus support not ready provide solution https co wmebnrxjah,Neutral
283,horrified services provided refrigerator days passed two visit service men vain,Neutral
284,unable resolve month old issue days past samaung unable provide refund coupon redeemable online samsung website samung refund money immediately reference newsin https co axjyprs mg,Negative
285,showing rs referal discount post benefit rs price presently rs lower post benefit federal price federal discount work case,Neutral
286,mobile recent samsung mobile full amount loan mobile lock tvs credit know happened waste service samsung samsung froud costmers https co kkda ut hq,Neutral
287,following since repair request still warranty days get even get back tomorrow think limit test customer patience servic,Neutral
288,service centre haridwar demand rs finalising ac service service request mobileus mobile mobilesa au tv twitter lgus myvoltas plz help,Neutral
289,samsung galaxy g release india,Neutral
290,galaxy support g lte advanced g carrier aggregation,Positive
291,https co tiqwcrnka,Neutral
292,mobile ceoof mobilesa espana mobileus sg uk newsin support day multiple requests customer service desks refund cancellation money still stuc,Neutral
293,galaxy available offline market,Positive
294,big issue problem automatically come please dear team give solutions https co uoog e gly,Neutral
295,bought galaxy around weeks ago problem playing games not accepted brand,Neutral
296,respected sir recently brought one phone heat video call visited customer care palanpur amp deesa get satisfactory service care please give us solution mobile,Neutral
297,service request https co rb h wws,Neutral
298,mobile mobile samsung galaxy recently purchased unable log samsung account change email id another mail account appears preventing change google account repeated attempts gives e,Negative
299,washing machine issue newly bought sound problem company sr technician says normal sound never used wm sound requested refund time washing done advised go store store says go company consu,Positive
300,highly disappointed service mumbai mother chasing guys since week complaints going unattended vain,Negative
301,samsung really disappointed call center not responding washing machine issue not resolved facing issues within month please send engineer asap maintain pride https co rv nscgova,Negative
302,sale start shop also august,Neutral
303,need area manager nodal officer contact service center unable fix issue escalation required asap amitavasircar,Negative
304,mobile purchasing inr phone getting issue screen burn flickering galaxy plus warranty going end june went th may extend warranty service denied,Neutral
305,hello earephone not working purchased month ago ehs avfbecinu wired headphone black something warranty,Negative
306,done button screen cancel deny close use phone literally open notification drawer go home screen restart phone views annoying things mobile,Negative
307,mobile using pathetic product service centre failing give solution thy want tk coupon take samsung phone hv mental stress someone force rmn,Negative
308,mobile mobile first start taking responsibilities products already market maybe ask consumer expects,Positive
309,asking new technician next day customer support person rude speaking uncertain solve issue seems service centre not want work help customer service req,Neutral
310,complain number second time issue bought ru october complained november panel defect got replaced december thin line replaced panel one responding,Negative
311,regarding repair fridge model rt tnbsl customer service record card https co uwryqxqjke got call representative repair product e refrigerator visits engineers,Neutral
312,placed order shop last week order not shipped till last delivery date passed helpline number busy time tried reaching whatsapp support said deal,Neutral
313,inverter model refrigerators creating lot problems respond dm,Neutral
314,logged complaint st july refrigerator not working days still received proper service reach service center not getting help customer care expect renowned company,Negative
315,deposited rs extended warranty still get ew certificate yet every time service centre people provide dates conclusion yet although using flagship plus getting false commitments h,Negative
316,mobile mobileus making trust not able return money new handset thn say pandemic situation service centers closed not able go far p,Neutral
317,mobile bukhariyo ke kobile na purchase kro haram ka paisa chahiye inko mobile problm aaye solve ni krte chkkr ktwate hai service hai center ke complaint krne pr bi sunwaye nhi hai https co lwqp r gbp,Negative
318,boisar service center may charging jaise ek problem k liye month lag rha hai se baar aaya hu bs bulake paresha krrr rhe hai aaj aao kal aao part nai din phone rakhana padega jai reason de rhe hai careful peopl,Neutral
319,mobile problem series apart jio catch network signals airtel sim always shows bars use sim pixel signal strength full please fix via ota,Positive
320,smart microwave magnetron making loud noise also earth leakages started,Neutral
321,mobile service delay complaint filed https co l gplehyg,Negative
322,dear mobile waiting one service center get mobile repaired not obeying token number bad experience service center contact,Negative
323,mobile possibilities someone access fingerprints misuse use fingerprint lock mobiles,Neutral
324,mobile samsung customer care store bhilwara rajasthan states software mobile expired cellphone model number sm b e repaired mobile purchased years back,Neutral
325,thanks wonderful service issue resolved within week device working perfectly,Positive
326,dear mobile using couple months amp worst possible handset ever used thing accurately ie keeps hanging restarting times day guys please replace something runs smoothely,Negative
327,mobile using galaxy raise complain enable carrier aggression system high speed interenet well slow lagging device however concern not reslove yet complain,Neutral
328,service mobile https co coheox,Neutral
329,really bad services days service request still unprocessed request,Negative
330,love samsung products,Positive
331,cromaretail team please help matter urgently https co v pjj wyj,Neutral
332,expected date delivery rd august still not shipped update worst,Negative
333,latest update done galaxya today internet connection not fast fast usually past please help https co jqq smwz p,Neutral
334,dear amazonin amazonhelp please tell galaxy going launched available sale tomorrow amazon prime day purchased prime members non prime members also buy,Positive
335,hvac could plz confirm buy samsung products not prompt services based products supporting customers not way support customer ignoring customer,Positive
336,shamefull bulandshahr service centre manager staff not able manage social distancing not even providing token numbers anything else nothing like rules https co byizpuynw,Negative
337,team bangalore would like buy microwave mc ck please let know buy not available amazon,Negative
338,pls refer attached screenshot conversation per email not received call yet kindly look matter help https co ia bjzewc,Positive
339,mobile ceoleekunhee kunlight samsungcare worst experience brand new,Negative
340,worst ever support sale service provider register complain last days follow false promises nothing else service reference samsung refrigerator,Negative
341,subject regarding refrigerator defect not repaired stating product not repairable service center due internal damage refrigerator even though product within warranty period,Neutral
342,service centre bulandshahr see managing custumers covid not even following social distancing https co ctbiewecnf,Neutral
343,mobile sumsung new totally hanged bdi muskil se ek mobile liya vo v hang ho ja rha bar bar pl new dila achha wala fr mobile,Neutral
344,bought ajmer days ago phone hanging company gave replacement live jodhpur saying go ajmer take new phone shop help bought training ajmer due,Neutral
345,mobile need improve services expect kind support communication customer even days handover product spares availability service centre chaitanyapuri hyderabad https co oy co,Positive
346,mobile pathetic service giving one would able solve issue big mistake buying samsung product really disappointed customer samsung many years bought sma,Negative
347,request,Neutral
348,days still waiting phone get fixed full warranty,Positive
349,would like escalate issue not given finite waiting time,Neutral
350,please help,Neutral
351,model biggest problem phone internet internet slow compared phones lost mind since bought phone would like request team help,Negative
352,awful customer support samsung tv ordered wks ago hrs daily calls mails reply far case escalated email call next day resolved tmoro handling highest priority etc update action amp false promises event,Negative
353,still revert team fridge neither repaired replaced refunded mr sunil antony cutinha awaiting revert moving consumer court never buy samsung,Neutral
354,one year since first complaint faulty samsung refridgerator however action taken yet surprising established company not able provide basic repairs even well connected city like mumbai disappointed,Neutral
355,service center social distance ask people appointment none taken appointment good going samsung https co irzktu cai,Positive
356,mobileus mobile logesh cuddalore tamil nadu regarding coupon issue waiting month days till get coupon proper response customer service hav,Neutral
357,mobile bought lite month back today morning display stop working visited service center mentioned may cost rs happening whats point buy certified phone mobile,Neutral
358,box charger accessories told get coupon redeemed samsung store today th august still response tell trust ur company buy new phone want money back immediately,Neutral
359,mobile brand new mobile phone deposited repairing service centre asking one week time limit get repaired phone issued temporary use pathetic experience timesofindia economictim,Negative
360,dancing front mirror kinda excited cos new going live sale tomorrow get ready experience india leading mp intelligent camera single take samoled infinity display segment leading mah battery https co fmwq gookh,Positive
361,super cm x uaiz hsn tv not working power supply disturbed alongwith severe screen resolution problem connect service centre please help purchase date bill attached https co hzexnwxo x,Positive
362,lots lag struck j model mobile updating android versions smoother experience,Neutral
363,pained galaxy screen got damaged without fall pressure yet service center refused entertain warranty replacement disturbing behalf reputation company global,Negative
364,using lite refrigerator led part family thank making life easy,Positive
365,dear mobile record video call voice please tell mi im waiting reply mobileus mobilesa,Neutral
366,mobile explain tint woke https co g opttgy,Neutral
367,got warranty extended galaxy years accidentally service center renewed year amp reaching take corrective action take charges another year told,Neutral
368,mobile bought samsung sm sfl ds gb th july last days not used phone listening song speaker not checked getting issue speaker ringtone working properly amazonin please,Neutral
369,waiting long time purchase galaxy tab lite situation since first day product not available purchase site sny intension sale product,Neutral
370,amp launched date,Neutral
371,samsung galaxy smartphone battary every time decresed flash light blemed,Positive
372,bought new months ago facing connectivity issues phone spent k buy one pathetic mobile received cant replace phone tell mobile mera galaxy note hai month pahle software update karne ke bad phone camera kam karna band kar diya toll free number per call bhi kiye service centre jaane ke bad vah bolate hai hajar rupya,Negative
373,lagega problem company ka payment hm,Neutral
374,issue due service,Negative
375,response received side going book formal complaint consumer court towards falsify claiming specifications faulty set https co ws bmbp gp,Negative
376,new design language looks amazing great job reason brand worldwide,Positive
377,,Neutral
378,mobile valid offer given samsung lite even connecting customer care didnt received cashback rs request amp order id mentioned screenshot offer valid,Neutral
379,hrs gone still response mobile mobile dont fool around rational consumer awaiting response worst service ever,Negative
380,jagograhakjago shared concern via dm asked july th response received till,Neutral
381,mobile galaxy j core based android go android,Neutral
382,bought galaxy buds plus website hands worst experience brand till date absolutely pathetic,Negative
