,Review,Polarity
65,awesome product good product price picture sound connectivity good condition like,Positive
66,best image quality best prize range mi beats super fast connectivity smooth experience timely politely delivered proper installation process definately great experience,Positive
67,mi inch tv super value money pictures quality super ultra hdbut connection time power time little latertv super nice quality,Positive
68,good nice led mi tv experience better easily handle tv,Positive
69,value money sound issue airtel android k set top box connection video sound require good knowledge technician wise price best deal,Positive
70,thank u flipkart wonderful product delivery time thank u much wonderful product offer price,Positive
71,excellent product go purchases without fair nice features per commitment work properly smoothly trusted,Positive
72,purchased inch days back k happy far delivery installation performance tv good could not explore features tv yet tv value money similar tvs brand name costing times price not techno savvy person hence comments features may not correctly reflect reality feel tv good buy earlier purchased vu tv inch flipkart wh,Positive
73,worth buying product love much better brands recommend friends relatives aswell,Positive
74,tv support k not real k panel compared another k tv get real experience k like vu led tv mi inch purchase inch k buy mi inch also play k video not view good experience,Positive
75,quality tv good price yes k tv good viewing experience thing upgrade wifi router k streaming wifi router mbps speed cannot play k video tv speed atleast mbps router give amazing experience speed iam talking not internet speed router speed router capacity transferring data tv fabulous price range,Positive
76,bought smart tv first week march reviewing august k panel awesome works flawless connecting pc wifi pain connect watch youtube netflix videos apps keeps buffering let log app really weird mps plan works flawless devices thought update fix issue never really disappointed,Positive
77,budget k tv not bad however sound quality not good mean increase volume hear commentary people talking connectivity wifi bad best results connect lan directly tv issue company need resolve first houses would not able facilitate using tv two months happy lan connected directly not using p,Neutral
78,super value money product loved product highly recommend product superb picture quality sound quality amazing tv brand offer type specs k panel price range brand cost around k k tv cost k super image quality comes k paneldon go negative reviews review section seriously go product without opening eyes see tv unboxing review present,Positive
79,excellent picture quality sound not bad reviewers say headphones quality mm jack pretty good option add bluetooth headphones cool massive screen size real pleasure love screensaver beautiful images minimalistic remote job although navigation enter buttons bunched together flat easy make mistakes wifi works smoothly problems,Positive
80,mi tv really beast words used describe experience thanx xiaomi talking tv picture superb full stars however sound satisfactory not great pretty okay features also nice including connecting wi fi bluetooth devices short xiaomi mi x tv well worth price rs k however installation jeeves not mark technician not professional took lo,Positive
81,good product like mi tv nice value money data saver option not tv,Positive
82,picture sound quality nice comparable brands within price limit right working good comment later months working,Positive
83,product good minor issues found tv divice take time power work setup box tv sound low pictures quality perfect streaming services work well reaching port tv quite difficult r trable rech normal issues otherwise tv excellent go,Positive
84,best budget got delivered th october installing tv open watch picture quality awesome sound good gb ram good download favorite apps connectivity also good using jio net work nice overall happy buy,Positive
85,tv excellent problem sound little bit low enough medium small room hall connect home theatre soundbarprons sound loud enough room medium room picture excellent great viewing angle connectivity good,Positive
86,best best tv range android tv uhd full marks mi flipkart service extended warranty jeeves best installations gets full marks stars,Positive
87,fully satisfied mi tv good picture quality nice sound quality good connectivity overall best package budget range want buy tv go,Positive
88,great smart tv awesome features unbelievable price better lg samsung led tv,Positive
89,guys quality good dont think much difference hd ultra hd watching since yesterday noticed much diff even tv channel available hd watch netflix notice anything minimal difference not worth pay extra k,Neutral
90,seen better tv better deal super bright high contrast bit ips panel lg tv lg costs thousandthis far best better iffalcon tcl vu va panel bad viewing angles go superb really bright plays hdr content well speakers r excellent rich sound n bass overall superb tv bought,Positive
91,writing review day fully satisfied mi x tv got delivered tv th day flipkart already said placing order delivery installation demo done jeeves next day good manner want wall mount tv service engineer brings good quality metallic wall mount stand pay rs installation got update mb got new miracast app direct casting good w,Positive
92,comparison samsung sony not near price ok picture quality not much finest like sony samsung colour brighter not much contrast sound good enough w stereo speakers bluetooth connectivity compatible device taking long bluetooth remote works fine perfect wifi connectivity ok ok not stable tv buffering taking long time every time switch prime vide,Positive
93,writing almost months purchase satisfied purchase delivered time installation time even lockdown house came red zone picture quality amazing sound amazing thinking getting soundbar additional speakers honestly sound good enough average size bedroom room x size sound pretty loud clear netflix prime youtube runs perfectly k amazing sound,Positive
94,great picture quality really worth price getting tv k k fearture sold k leading brands speaker system without bluetooth connectivity may need buy bluetooth aux adapter aux rca av output tv fixed wall mount connecting spdif tv cable v input cable bit hard overall worth price go got installed next day thanks flipkart,Neutral
95,awesome affordable price nice picture quality size also good please go model without doubt,Positive
96,fast connectivity easy interface nice picture quality decent sound best tv k,Positive
97,awesome word clarity user interface flipkart delivery time though took days extra installation jeeves due unavailability tbe wall mount one suggestion dont buy wall mount youself let jeeves guy bring options quality movable wall mount gud available paid jeeves online massive tv awesome clarity ok sound good connectivity,Positive
98,good television best budget one buy overall good connectivity best vedio quality would still better,Positive
99,good k tvpros good picture quality best android tv patch wall best stuff remote awesome cons sound not upto mark sd channels gives blurr hdchannels works better mirror casting missed,Positive
100,mi k awesome value money hd channels dolby sounds work awesome channels u connect extra speakers bass good tv,Positive
101,super nice quality k videos super best v,Positive
102,sound quality not managed properly ever action sequences comes speaker sound raise automatically loud irretatingbluetooth available connect external device like android mobile wireless bluetooth headset etcafter pie update screen mirroring not workingbut another wise picture quality good price range,Positive
103,super fast delivery great features best price,Positive
104,mi led tv display good sound clarity also good,Positive
105,mi smart x tv good choice tv using since days service filifkart good service ekart also good liked confirm product right,Positive
106,using product couple weeks far satisfied good value money however technical glitches would find tough not tech savvy points worth note background data saver option advertised tv remote stopped working power button probably automatic software update factory reset recover remote power button patch wall launcher like see smartphone pre,Neutral
107,great product say value money start using product make sure going skip use dth smart tv patch wall also great view also great one thing noticed ever play old movies time picture not clear not sure issue mi tv content,Positive
108,love mi products everything good right time delivery happy thank thank flipkart,Positive
109,obviously found mi tv x k ultra respectively flipkart ordered fast received delivery next day installation done extermelly satisfied product sharpness k ultra hd picture reliant function good response time milisecond observed self sounds great better clear voice thanks mi india business partner better services thanks,Positive
110,perfect choice great deal diwaliwithmi ordered k first mi tv townexcellent picture clarity experiencing k uhdsound fine mi could improve wconnectivity fine sometimes gets buffering bluetooth connectivity bt speaker delay,Positive
111,value money need buy company led tv best led best price,Positive
112,sound disappointing wi fi connectivity wi fi keeps getting disconnecting frequently tv keeps switching smart dumb application use wi fi stable clarify issue lie router devices work perfectly spot even btw picure quality good works watching charm,Positive
113,spent k want smart features zakkkaaas excellent product check rating picture quality sound quality connectivity wifi rom installation demo tv body plastic good overall tv complete wishes budget suggestion buy tv,Positive
114,tv good picture quality also sound quality anyone want good led tv range go,Positive
115,good buy not best pros clear sharp picture quality connectivity goodcons sound average casting lags little using tower speakers works perfect bluetooth connection overall ok purchase price,Neutral
116,speaker quality poor not much clarity audio output tv table stand holders mere cheap plastic not durable wireless connectivity like screen mirror work smooth disconnects sometime not big problem start takes nearly seconds switching display picture quality good,Neutral
117,sound good enough medium hall range dts sound mentioned may gimmick picture wise viewing angles good refresh rate fine totally valuable product price range,Positive
118,picture quality good not great black levels bad lg ips panel watch movie side ways hardly see anything specially night scenes totally white strange colour setting plus refresh rate hz makes fast moving shots look really bad sound ok tv looks elegant overall tv good dont care black levels netflix prime plays good,Neutral
119,else expect budget k really love television quality tv super good k uhd sound awesome dolby atmos w speaker,Positive
120,excellent product sharp pictures good sound good connectivity wifi phones soundbar etc connect ir connector dth box mi,Positive
121,not worth money rather spend buy samsung panel sound pathetic lows low highs high would need soundbar tv uhd screen awesome looking front move slightly away front picture becomes whitish greyish samsung tv screen sound million times better tv selling loss,Neutral
122,fabulous using days observations good product picture quality things beyond expectations connectivity good happy purchased good product issue connectivity earlier given time purchasing cost emi offer display axis bank credit card would provided not got one drawback,Positive
123,worth money spending model worth prospicturesoundwifi super speed portsconsno free wall mount pay remote basic netflix prime button good though patchwall little bit hard first timedoesn much apps playstore amazon music jiosaavn not available native video player support subtitle,Neutral
124,best value money television get gb ram gb rom feels fluid play video formats direct harddisk support makes useful plug harddisk watch movies sound quality good using music system awesome,Positive
125,overall satisfactory unit nothing like wow really disappointed sound quality totally pathetic cannot hear anything clear normal movies songs action scenes suddenly sound picks options select sound mode equalizer make things difficult keep volume levels really high listen anything clearly trusted sanyo mi japanese rules sound suggestions rectify issue,Neutral
126,picture quality really good price range even sound quality good sometimes watching live tv sound quality somewhat lowers hope see changes update user interface built patchwall also good easy navigate,Positive
127,excellent picture quality connectivity interface good sound quality not mark would good around w worth money ultra hd price rs range wall mount jeeves good next day delivery would good mi flipkart includes wall mount package likewise additional warranty extra rs charges given,Positive
128,great k tv great price point minor drawback voice volume could bit higher great highly satisfactory smart android tv great android apps available plus also built chromecast means also easily cast mobile content big screen,Positive
129,love best value money installation also good installation charged stand except everything great,Positive
130,tv best price remote tvs must need development alfabet numbers frustrating take times tv good quality sound good connectivity good data saver alert nice,Positive
131,good tv prices range good highly recommend need connectivity update chromecast screen casting better update need,Positive
132,money measurement product price support truly k vodeos cast function not work properly mi work cast problem overall good product price,Positive
133,fabulous product picture quality really good sound quality remarkable connectivity also seamless remote works perfectly highly satisfied product considering price range thing dissapoints bit operating system tv takes time open bit lag opens also playing k content sometimes audio video tracks not sync need clear cache restart video sy,Positive
134,flipkart best tv delivered installef next day ordering live pune hatss promptness tv enormous picture quality excellent sound ok soundbar speaker system recommended connectivity options unlimited tv works flawlessly installation team clean job,Positive
135,user friendly easy access scope vast access app playstore works mobile phone happy product,Positive
136,amazing tv net connectivity damn good picture quality superb bluetooth also good not great signal strength problem,Positive
137,great smart tv recommend smart tv,Positive
138,fantastic product used mother years old excellent software ui improved bit excellent wifi connectivityinstallation service provided rd party significantly improved service person carried tv wall holder not aligned screws holders installed incorrectly mi cautious services provides,Positive
139,nice product everything ok need upgrades ram gb ok storage gb need space like gb not big problem go external device picture quality good sounds good connection wifi ok takes time bluetooth ok also take time screen mirror ok need long time every connection min overall work performece good every oneso abo,Positive
140,satisfied picture quality awesome chrome cast work perfectly cast screen not working update please rectify issue overall fully satisfied,Positive
141,mi led x worth money tv looks good size larger picture quality better connectivity issues sound also seems good rather connectivity issues overall good,Positive
142,picture quality good hd k wifi connectivity also fine not satisfied sound quality overall fine,Positive
143,excellent led picture quality excellent sound good takes time switch delivery prompt flipkart installation smooth overall satisfied led transaction flipkart,Positive
144,value money product not expect quality like compared soni lg led tv complete budget tv everyone really enjoying,Positive
145,great product still little better inter system speed features good rated medium app times take time load installation fast easy great guys mi work speaker internal issue would great,Positive
146,tv super big feels like home theater sound quality good not best picture quality full hd videos super awesome,Positive
147,good sound good picture awesome tv worth money,Positive
148,worth money picture quality better not best sound quality good looking large led tv less amount go overall good tv,Positive
149,mi tv nice excellent picture quality nice surround sound like patchwall mi tv,Positive
150,happy good tv support mi,Positive
151,planning buy inch tv living room really satisfied mi led smart tv inches interface user friendly bit worried sound quality tv ordering really satisfied sound quality well really worth buy go want buy tv price worth deal,Positive
152,superbly awesome experience come early spend time mi inch super box tv really legendary,Positive
153,excellent product mi aspects tv good compare sound picture quality connectivity price cant get k tv would suggest best option,Positive
154,using days mi led tv bang buck price range not seen display panel like mi tv goes connectivity well downside would say speakers quite decent mi tv x pick sure,Positive
155,excellent picture quality k nice slim design mi overall good product price range mi simply superb thanks mi thanks flipkart,Positive
156,review month use picture quality good sound avg connectivity horrible wifi working well not supporting chromecast early days cromecast good bt not even showing,Neutral
157,see mi led smart tv happy buy tv,Positive
158,fabulous picture quality awesome everything perfect feel one thing drwaback remote gave mute option wallmount not given,Positive
159,good one best prize doesnt support srt file mean subtitles connectivity takes time everything absolutely fine good product,Positive
160,value moneypicture sound quality goodwifi connctivity good chromecast not working properly okay one plus mobile not able chromecast mi phone laptop overall value money need improvement chromecastbut flipkart delivery service poor took days deliver product even product nearest hub days,Neutral
161,think inch size better inch picture quality not good compared price good,Positive
162,reviewing let recall mi tv x price k high quality standard features call budget smart tv sound need external sound systems display black colour not good compensated little using vivid display mode screen resolution good good viewing angle makes easy watch build quality display loosely attached bezelperformance lags little screen navigatio,Neutral
163,details product perfectly fine mentioned box aqfter installation think xioami made good product home inch panel looks good bedroom x opearting system latest version box connecting wifi system update prompt new update available thanks mi dream comes true first sale,Positive
164,really liked tv specially price days bought totally totally worth itsuperb smart tv budget friendy,Positive
165,good one recommended buy good picture sound clarity value money,Positive
166,super tv good quality valuable money pictures k queality super,Positive
167,delivery good installation not good overall good tv well satisfied,Positive
168,awesome superb quality product first time bit confused worried quality performance product earlier used branded product like panasonic lg sony first time purchased mi trust quality picture not lower branded company like sony panasonic samsung wifi connectivity also stable till face issue k picture youtube awesome sound,Positive
169,picture nice colours vibrant problem sound good base bgm heard clearly u hear voice especially watching movies songs cricket commentary voices loud watch movie never hear voice clearly major defect,Neutral
170,good picture quality price range youtube sometimes lag wifi connection also become lag sometime restart connection become ok tv fast lag anytime google voice assistant works fine whike playing youtube say remote fast result overall good tv price range,Positive
171,wonderful tv mi great picture quality kudos flipkart team quick delivery promised setup happened day pleasantly surprising go,Positive
172,must buy killed tv market superb v best thing direct led panel best panel tv budget best love mi,Positive
173,delivered time writing review st day use submit complete review one month usage picture quality good hd channels online streaming sound clarity also good quality product improve especially panel framing display playing mirror cast iphone hot star movies audio coming video not coming connectivity issues beginning connecting android phone taking maximu,Positive
174,writing review monthpros nice vibrant display inbuilt apps netflix primevideo hotstar etc though hotstar live tv functionality even premium subscription mobile app provides live tv features sound normal not best connectivity ok remote simple lacks basic functionality buttons cons remote power button worked initially days work software issue reset worked need,Neutral
175,picture amazing hd n k channels videos dolby sounds great sd channels ok good present days not found big issue except screen mirroring hope fixed mi ir cable sensy guide options easy channel browsing mute previous button n previous next channels serially show button screen dth remote feeling uneasy ch search mi remote due buttons time taking sensy guide channel search number,Neutral
176,display setting changing parameters not work even u brightness zero still u still neither brightness sharpness parameter work unfortunately u not adjust display brightness colour parameter options change r available not work rest every thing found ok,Positive
177,pros low price good quality picture satisfied cons data saver option not available said mi,Positive
178,best product buy mi website place get fast quick delivery pros picture quality best k resolution gives better picture set backlight picture setting best experience sound fabulous change sound setting standard music custom take automatic updates updates periodically new features patchwall best apps set quick connection device chromecast works well netflix youtu,Positive
179,great product great picture quality value money everything works perfectly fine many connectivity options even mm headphone jack,Positive
180,valuable product price range case sound experience get little disappointed tv better sound till otherwise great one thanks increasing ram gb performance become better old ones thumbsup xiomi,Positive
181,good one really amazed abt featuresapt kind houses gives good look happy abt product,Positive
182,price range cannot ask tv picture quality totally awesome added viewing angle disappoint sound quality needs work main background sound seem distinct not attached e background sound dim although curb problem connecting sound system bluetooth pin woofer apart great work look,Positive
183,nice product smart look picture quality nice important value money waiting option,Positive
184,nice product mi fabulous providing great product price range lokking forward best life time service support mi xiomi nice work jeeves technician mr tejas good demo presentation overall satisfied product flipkart not happy flipkart delivery commitments please take care next time,Positive
185,good tv budget happy purchase really enjoying everything good tv price tag amazing thanks mi,Positive
186,tv good k video not satisfied set top box cromcast lege not properly work data savar mode remot key not working properly not satisfied product installation period sooooo long,Neutral
187,picture gud per clarity video gud budget say excellent compare big brands go blindly not expecting crystal clear picture,Positive
188,best quality class sound good enough home purpose mi provide wall mount set least cell remote,Positive
189,tv really worth must say complete package low price flipkart best delivering order expected delivery top installation day kudos flipkart good service,Positive
190,super tv fast delivery fast installation installation done within hour ordered first time flipkart fallen love flipkart,Positive
191,delivered time installation time good tv expected great buy picture quality awesome lot connectivity options working well bluetooth amazing addition model connects airpods jbl speakers smoothly screen mirroring working well one plus iphone thing download app phone mirror playing pubg mirroring thing play movies prime,Positive
192,purchase tv worth money good picture quality connectivity happy,Positive
193,amazing tv made right choice buy totally worth product discribed connectivity awesome totally satisfied go,Positive
194,delivery time great package quality tv super user friendly great sound quality totally worth money,Positive
195,good p quality bad p fps good less fps also bad telugu channels not good see long distance look good big size room must extra speaker setup full volume tv low expect delivery date long common flipkart tv lags using fast tv not much fast response expect tv like oneplus,Neutral
196,nice product super clarity really expected type quality give stars product love u mi,Positive
197,excellent picture quality sound quality best value money product best handling timely delivery ekart timely good installation mi technician star rating flipkart,Positive
198,switched believe size enormous roomnow looks installationinstalling took bucks installation guy fine took tv used connect hotspot first thing played k video youtube looked crisp contrast world connectivity tried casting mirroring worked smoothlyi connected pc via come cast due slow connection output choppy bu,Neutral
199,value money amazing product mi tech savy people people love watching digital content need additional speakers sound bar sound speaker enough cant play maximum volume,Positive
200,really good buy value money picture quality excellent effect seen seeing hd channels sound also good quality installation done specified time wifi connectivity not ok better connect internet using suitable cable mirroring works well android apps works well tv adjust volume sound channel minus,Positive
201,tv bit slow start mute button remote everytime switch hdmi channels set box moreover everytime press power button tv remote start picture quality seems like k better go normal hd tv companies like sony samsung overall want experience high class picture sound quality recommend not particular quality temporary usage decent option,Neutral
202,tv quality good price level impressed installation guy gentle helpful picture sound quality good thank flipkart extra discount makes product value money,Positive
203,installation day delivery budget perfect tv picture quality good sound quality also good untill issue worth buying,Positive
204,amazing product mi tv clarity everything nice need improve sound quality everyone giving less rating connectivity ididnt understand,Positive
205,amazing buying experienced flipkart delivery within prescribed time limit well installation service good also tv build quality good well pics quality thnks flipkart mi,Positive
206,really nice tv range wi fi connectivity really smooth delivery late updating tv chromecast support movies phone supports youtube know update supporting movies local video player please fix problem,Neutral
207,good experience works well good internet connection picture quality good sound good bit louder songs think need explore settings sorted best part prime netflix button ease binge watching,Positive
208,flipkart delivery time installation service provider given jeeves not time mi k tv provides great features affordable price picture clarity sound good,Positive
209,mi led smart tv x inche amazing pitchers quality nice sound apps type settings also good channels prime video not giving free fast time using person give offer also wise tv x not issue faucher know not give warranty card tv wall mountn cost price ware high give engineer total rupees places replay thanks lunch mi x tv engineers production team producer flipkart ev,Positive
210,manufacturer not checked properly not set back side screw properly overall ok k digital clearty sound k videos not good normal video mode,Neutral
211,waiting x ultra hd sale mi tv got display superbly clear sound bit lower side loudness achieved reaching level sound soundbar make must enjoy movies,Positive
212,overall happy new mi x inches tv writing experience k hd quality works excellent tv user reviews seen mentioned tv audio quality not mark however analysed point closely found sound good audible clearly sound quality going basis applications run audio video song built voltage stabilize b,Positive
213,value money tv k support nice sound quality good picture vdo quality support present vdo format k without lagging nice got tv oct delivery time still good updates review month uses good run hr non stop tube vdo,Positive
214,another nice product came mi good product wah clarity experience becomes completely satisfied nice product came mi keep,Positive
215,looking smart tv best option available supports tb hard disk play content smart tv whithout problem games played tv run super smooth without lag best best,Positive
