,Review,Polarity
57,remote less basic features old tvs basic buttons limited functions could tasks tv buttons well still tvs also lot buttons remote whereas smart tv lot features remote tool control mi remote mute button forget functions oh takes ages typing remote better buy remote online touch keyboard features really spend lot time normal things tv remote modes access channels apps tv interface hard manage customize little bit app interface almost impossible make changes patchwall tried watching videos not help stuck random serials movies channels tabs patchwall using wi fi good speed streaming ok tv lags several times clear cache everything voice assistant response also slow boost clear cache inbuilt tv manager app still not happy take chance display nice complaints sound also good price conclude say go branded tvs like sony etc cost trust worth hope helps decide wrong decision,Neutral
58,got inch mi tv smart amazon delivery fantastic days installation another two days installation although guy courteous enough come check sake picture quality brilliant compared price offering tv best view hd channels dth platforms picture sound much superior cable sound bit disappointing still go awesome price tv comes go soundbar surround effects good buy suggest go rightaway,Positive
59,looking basic hd quality tv smart feature cost around k one best among brand would recommend reading reviews thought suggesting hd ready tv pixel quality details belowhd ready tvs show p images pixels full hd tvs set top boxes show p images pixels,Positive
60,update th julyjust two months tv panel developed crack watching tv mi not ready support repair warranty pushing onus us sighting physical damage uploaded photo tv without turning sign external damage crack seen tv inside panel disheartened happened two months seems quality check done purchased tv weeks back found followingpros good picture quality hdmi interface nice design lightweight sound average tv price range hdmi usb interface yet check usb interface cons software issues like av interface suddenly disappeared reset android bring back one day sound disappeared restart android bring back smart interface not easy large interface work overall value money issues easily fix mostly software back reviewing months usage,Neutral
61,browser not support html video write review layman know much technicalities everything tv top notch features smartphone except calling camera feature sound quality excellent picture quality excellent looks sleek stylish install apps comes gb storage amazed feature recharged setup box using apps like sonyliv voot hotstar etc free extremely satisfied product bindass kharido think android tv smart tv disrupt market product symbol power possibilities imagination would thought tv functionalities smartphone p reading review means planning buy tv go tv without ounce doubt,Positive
62,know days since tv tell tv spoiled days sir suddenly video went tv running audio working also called technician behalf mi said entire display would changed sir tell happens new thing request change tv know days days sir see unhappy full faith common man maintain faith,Neutral
63,technician knows nothing plug power supply user guide wify signal pick poor though conversant smart tvs not able explore features absence user guide even settings manual not available write correct review without exploring features,Negative
64,packaging standard unpacking take extra effort run neighborhood shop buy battery cells remote installation though would great xiaomi starts shipping batteries box lightweight comes placeholder stand want mount wall need buy wall mount separately remote looks fancy minimal buttons makes navigation cakewalk everyone children elderly setup quick easy following one screen instructions worked find difficult amazon offers free site installation connecting wifi bluetooth devices dth simple without glitches happy tv keeping mind entry level value money product picture quality sound ease connectivity navigation awesome cases better higher value products like samsung similar size tv runs android watchlist history etc synced common apps phone computer tv inbuilt patchwall launcher great average user looking advanced customization set default one customize android homepage also tried chromecast phone worked smooth overall looking upgrade smart tv extra ordinary demands pick,Neutral
65,bought led give year warrant month default life months buy led try brand like samsung sony wasted money buy mi cm inches c pro hd ready android led tv black,Neutral
66,first impressions great smart device low picture quality call smart tv call smart deviceupdate days usagethought great smart devicebut usage days found many problems namely wifi needs conected manually everytime switch tvintially thought wifi range purchased range extender tv showing low signal strength router getting constantly disconnected even though wifi router adjacent room one wall betweenwhen setting range extender found strength wifi signal tv later checked mobile laptop confirmed anyway purchased range extender went ahead installed beside tv tv get disconnected middle manually connect wifi every time switch tv implies poor wifi antenna tv not smart device need teche install apps make tv smart patchwall worst thing ever seenit content app shows content various apps zee voot hungama play sunnxt h q eros epic view content apps need individually installed individual subscription normal user apps additional discount top access apps natively android home install updateamazon prime netflix workingapps installing outside patchwalloverall good android update star little optimistic,Neutral
67,chromecast not working fine either not connecting freezes momentarily every seconds download choice app forget netflix amazon prime video work left smart tv tube free items episodes movies handful would not want watch pissed know download app choice since chromecast not working able mirror app mobile well feel cheated helpless thinking bought rs worth led tv amazon firestick,Positive
68,would definitely recommend device certainly worth money thing wary particular version connects g connection best tv close modem house connectivity issues tv far away wary able modem near tv wifi extender works perfectly fine soon bought extender placed near tv absolutely issues tv working beautifully comes stand remote picture super clear sound lovely almost seamless experience connecting goggle account tv android tv android phone fantastic apple iphone really make difficult either chrome helps casting need real issue outside least,Neutral
69,tv not working day one properly put complete mi twice still thay not giving best solution agent engeniar mi said everytime different issues said motherboard not working open upfront us said purchased product amazon trouble pursued mi showroom definitely replace product replace little worried done mistakes deal amazon amazon really help get replacement product disappointed,Neutral
70,totally waste products plz go product regretting purchasing mi tv reasons net flix amazon prime video zero functionality remote always go setting manually change picture quality sound quality want change middle show movie totally go back change settings button functionality tv means remote lost see tv find remote importantly want replace product unable service provider denied bad experience entire life using smart tv,Neutral
71,smart feature stops working every days mi guys also said yes problem unable solve issue even not responding complaints almost month since facing issue please issue refund take faulty product back,Neutral
72,emi offer given debit card mentioned processing charges levied icici bank charged led good,Positive
73,one word excellent first ordered tv flipcart one defective not accepted replacement returned ordered tv amazon excellent packing comfortable time delivery selling price rs hdfc card got rs instant cash back picture quality smat features worth budgetthank amazon,Positive
74,inch picture quality not great ask price takes lot time starting major drawback mains plastic body expect anything premium hard reach ports back sound quality good normal usage buy separate speakers music hope works least years,Neutral
75,truly satisfied price paid android tv bought emi colors bit different samsung lg sony overall worth bit disappointed installation guy swivel wall stand bought not good expecting tv tilted bit right side due poor quality,Neutral
76,using mi led tv last months bought mi led tv c pro one week ago talk build quality made plastic good enough price point light weight design almost similar mi led tv picture quality not best good resolution means hd ready panel checked tv upto k videos youtube full hd videos usb drive playing smoothly p major difference quality video higher resolution feel little bit better quality display comparison mi led tv one thing notice display corners little darker screen white overall picture quality acceptable sound output almost mi led tv comes w two speakers setup loud clear upto volume feel little bit distortion high volume say one best sound output tvs price segment talk software os runs android patchwall android gives freedom download tons apps play store already available tv set android smartphone tv share smartphone content tv easily google cast comes chromecast built youtube works flawlessly internet speed good patchwall gives lots content many online content partners free paid good tv comes lots connectivity features hdmi usb av mm audio lan port bluetooth wifi tv comes bluetooth enabled button voice remote useful use direction use voice command dedicated mic available remote table mount comes box need pay wall mount installation overall value money smart led android tv xiaomi,Positive
77,got mi tv month september month tv white lines not able see picture raised complaint customer care people informed panel damaged needs replacement ridiculous month panel serious damage,Negative
78,really great product good picture sound quality mine one model comes star marking instead star mi tv team require provide software update eliminate initial bugs aware everytime switch tv select input source like av hdmi real problem old age people mi tv team please needful solve issues otherwise may lose market share particular model buyer go product blindly price tag quality user complaining chromecast etc believe mi tv team aware users feedback definitely provide update solve issues soon thanks revision software update received ota issues resolved buy without hiccups great job mi tv team applause finally revising star marking,Positive
79,writing review using tv days overall looking price k rs great indian sell tv good pros remote handy easy use voice search feature hassle free good speed bluetooth connectivity connected bluetooth speakers headphones working fine cons viewing angle improved amazon prime not able install netflix may way mi update upcoming fix,Positive
80,best tv price range nd mi tv using since years say well aware tv well completely satisfied mi always gives propper updates works without problems impressive thing picture clarity good comparing brands price bracket,Positive
81,great built quality price range picture quality awesome voice assistant works well colour saturation also good remote handy use patchwall ui great,Positive
82,good product steal really believe smart hd led tv came k picture quality excellentsound quality clarity excellentuser friendly interface even elderly members family learnt switch cable tv wifi streaming quite easily quickly beat part voice enabled remote control voice recognition really accurate inspite indian accent results voice activated google search brought mini revolution way watch tv,Positive
83,mi done great job marketing fully featured android tv originally manufactured tcl marketing customer service sales mi provides assurance although affordabe low entry priced tv android market setup fully featured android tv simple effective pre installed apps works flawlessly although video playback wifi chromecast even high speed network playback issues downloaded apps negligible u dont install many apps best part mi tv remote simple best internet tv users since android based tv people buy would essentially use internet content hence remote simliar amazon fire tv stick absolutely wonderful thing needs improvement sound quality doubt speakers loud voice clarity not clear used tv brands cost thrice much mi android tv start start using android fearures tv price segment easily best android tv market current u willing spend money quality sound bar better quality sound bought price rs without instant discount card payment rs reduced price rs absoutele delight every person decides tv interesting features provided works best promised overall must buy u looking secondary android tv u new android world sure one would regret money paid thanks amazon mi coming awesome product,Positive
84,observations booting device takes similar time like booting android smartphone not plug play like normal tv lg smart tv good part boots fast plays channel dth loads android festures later generally use tv watching channels not browsing various apps even shutting takes time channel selector buttons mouse feature remote like lg smart tv lg either use dth remote tv remote changing channels volume etc swtich tv take dth remote switch dth change channel also tv boots everytime manually select setup box menu cumbersome process especially gifting product elderly people picture quality average comparing lg picture not great bluetooth feature remote quite good longer need show remote directly tv os pretty good fast unlike lg webos processor ram higher lg otherwise lg webos much features tv sleek input output ports viewing angle average screen mirroring laggy causes strain eye lg webos upper hand google speech works well understands indian accent well,Neutral
85,totaly tv not worthy buy watch amazon prime netflix support apps request not go lover amazon prime netflix made call amazon customer service team told update software even update also able see,Neutral
86,set primarly android tv secondary cable dth mean unlike smart tvs defaults hdma cable dish tv switches home page android everytime switch tv select hdma watch cable dish feel nusense vu lg smart tvs power tatasky comes without effort tv first use mi remote power tv select hdma pickup tatasky remote proceed every time power takes nearly minute android needs boot another caution mi remote bluetooth technology cannot paired tatasky dth remote work infra red technology ease one remote tv set top box gone elders parents lesser techie person wants tv please dont go due lesser ease operation,Neutral
87,nice product takes days deliver product fast service amazon regarding mi led tv c pro awesome price range picture quality great w speaker good sound quality remote design elegant easy use inbuild voice assistance tv pre installed good number online streaming services includes zee hungama etc free wells paid contents available various apps default amazon prime app install google store netflix not default not able install google store upgrade andriod version oreo pie netflix automatically installed,Positive
88,good android tv price option market beat quality features pros voice recognition good usebuild quality goodsound quality good price surprised thiscertified android tvnavigation easy remote provided even remote control quite good simple clutter freeconnectivity easy fastenough hdmi usb slotscons hangs lot using installed apptoo slow respond times gb ram not enough think future say years tv even turn configuration patchwall use content either paid unwatchable let buyers decide whether want amazon prime netfix zee hungama whatever install bloat request xiaomi remove patchwall make space reduce lag wall mount stand provided ok xiaomi provide wall mount package wall mount installation guys provide fixed non movable use al least provide option fot flexible wall mount picture quality not great narrow viewing angles run full brightness always watch anything tv best buy diwali,Positive
89,not good mi mobiles cannot cast mobile screen unless onother nd mobile hotspot including one need mobiles cannot use fb whtsapp cannot use real playstore lg smsung desi companies provide slectable application fownload wich not good youtube runs p quality not adujuct quality youtube run tv automatically want worse past cannot change video qaulity run auto mode tv cant change usualy tv youtube app,Negative
90,said basic led smart tv initially thought buy use pc monitor points need note basic led smart tv android tv pros good smart features built bluetooth good connecting bluetooth devices headphones display quality fine using tv youtube streamin tv long contents good quality worth price k cons bit average display quality less pixel density cant directly use extended main pc display unless good graphic card hdmi else pixel fade doesnt basic sound equalizer may mi version db type db adjust machine language not user friendly sound system quality poor really sad phone play good sound using external sound bar literally zero bass get detailed info may get touch,Positive
91,bought tv k price reduced k price paid completely satisfied product build quality tv feels fine not expect much price paid average panel looks good not best one good price get better panel price point supports videos upto k great thing opinion speakers tv surprisingly loud bass would recommend connect good external speakers better sounding experience planning use table stand tv increase diameter holes tv tightening untightening screws times hole perfect fit stands really like chromecast feature tv mainly android tv reason mentioning android tv brands claim smart tvs run android install multimedia apps apps tv advertise smart tvs tv pure smart tv runs android oreo received two ota updates since day purchased planning buy tv would suggest connect tv internet initial setup takes around mins go home screen install prime video app tv downloading third party websites installing via usb overall satisfied product,Positive
92,almost months use tv video audio quality really good video works fine p videos also vlc player con tv play store purchased mi people said netflix amazon prime come january update june still app not much apps playstore though u use aptoide air remote use amazon prime netflix google aptoide planning purchase decent inch android tv one price voice recognition works pretty fine almost app support feature install aptoid best tvjust need official amazon netflix app apps lags downloaded third party,Positive
93,tell everything need know read carefully save money average p picture quality andabove average sound quality purchased sale gonna cost dont make mistake buying probably gonna blame broadband connection mbps play k videos without buffering installed live tv apps save every month hd pack dth thats purchased smart tv going buy tv dont go p screen use normal dth pack give bad picture quality also not go approx easily purchase p tv give better resulteven normal dth pack comparision mi tv c pro need smart features buy amazon fire tv stick cost approx sale going best option buy p non smart tv amazon fire tv stick another important point want tell go smart tv processing going slowing laggy time non smart tv gonna last years easily also using fire stick also gonna slow time like smart tv fire stick cost replace new non smart tv going work like champ,Neutral
